quantity_estimation_error,quantity_estimation_accuracy,digit_reversal_rate,digit_vs_dots_gap,number_comparison_accuracy,counting_speed_ratio,response_time_variability,subitizing_accuracy,skip_rate,label
0.4121180502649292,0.40351423806363096,0.5694792980694865,0.41957269819466425,0.4718841650562844,2.2800291710004212,375.99062551248164,0.2971973726756148,0.17507169071704895,1
0.3079509048535013,0.3267656782962388,0.6375919740857346,0.4886445348428053,0.4824467293529873,2.009154630461621,522.4438293965939,0.3131221537135712,0.26777445254453797,1
0.2590428006958031,0.43985313456249003,0.5450371286487676,0.48402586492921923,0.4727537419807176,1.9697789040648286,418.28720192185824,0.47577740168500393,0.3047894614390744,1
0.11838719797380107,0.7734442561014855,0.05468189850553038,0.010762081124794369,0.9860839631450307,0.9873038398152405,141.58859090832954,0.850258728371428,0.08152025166618478,0
0.02310570437814989,0.8599655404628505,0.09658157570489052,0.027908638841615617,0.8874451519392679,1.1049043642175975,138.6586305549764,0.8585838123355893,0.008956958350013772,0
0.4600234309333393,0.41733631308951685,0.789597374280121,0.35079657955052285,0.25445129605495304,2.1043302606647165,258.0087452381114,0.2871430529488508,0.24281887053684295,1
0.34839320702372123,0.16112347047075748,0.4143940598691786,0.18512783755918025,0.3940596013365407,2.3764504247764573,369.5650967571662,0.1695973606427444,0.09411694725699166,1
0.6673133113558374,0.2945516016900425,0.4862473475453727,0.2687273262895153,0.14513473277355787,1.2659102286577286,376.8302836294356,0.2052640990137141,0.14408999461251143,1
0.0,0.7551681802664116,0.0496751099011663,-0.009476812536738932,0.8309215854878361,0.8728976130883265,253.03051676448098,0.9369657445963876,0.0,0
0.10035904870341616,0.9406370701899865,0.05081276868678873,0.017616073567442266,0.7858393296427776,1.0248924075577166,176.3362342372645,0.941931652422008,0.018390158253823854,0
0.3115980037810707,0.47919731299416685,0.3947294084625717,0.362834400905237,0.4504825355216057,1.9769709419576382,452.84630079763343,0.3671811059125439,0.15245377786630668,1
0.23684315344209572,0.5302258081918573,0.6387474334348928,0.38176601294938334,0.3717876944717309,1.6649701239227033,450.57688489959594,0.09495387577269687,0.259015746653735,1
0.13649339604139357,0.6957605665920081,0.02715513575863937,0.07843988480371436,0.8940903035993022,0.949453213404355,174.40942377830524,0.8937693423630091,0.06605921940520931,0
0.0980769819360711,0.8204300212946352,0.042053557180915496,0.04773831143502649,0.9201272023633492,1.0222185006136293,172.5009355341998,0.8113344063460257,0.0,0
0.12968946030671802,0.9167297391336318,0.09944308244829499,0.018799256216221676,0.9019940165288542,1.0202906156652989,161.00955210641212,0.9344347615226323,0.021461107859550105,0
0.18509694805238594,0.8563276124752607,0.07595988195064995,0.01215502703862719,0.697020913773482,0.8382121975653325,176.8379708303335,0.9259424409220505,0.0,0
0.1834149007542789,0.7560214934085792,0.09964705710498624,0.04625487508265891,0.8942106154619842,0.8725611162893415,169.44116784993588,0.8751471499229285,0.040140276224477425,0
0.06824993262027111,0.7767547315119508,0.11275530337755346,0.031472585509926626,0.6999217152081807,0.773615556805406,193.52390140494396,0.9092104994946054,0.050758024066899964,0
0.16174824289536405,0.841318818845209,0.022220836455816503,0.05915432805039692,1.0,0.9926298804735052,135.90212186627923,1.0,0.07210183579109539,0
0.1395195594963225,0.7228038532142416,0.013906686345859336,0.022882565457023663,0.8579201502211735,1.0222909741877098,116.74365580524127,0.799165823098491,0.0,0
0.6663886844390555,0.22983413535539796,0.35886501352784517,0.325468604920546,0.28990993180235464,1.6267407865894443,462.50284293810876,0.3794016839192735,0.24656014357363812,1
0.13609502833200962,0.871101173320682,0.07897276102864882,0.02327607496504497,0.9030540989735529,0.843544763599688,175.58202986592886,0.9798566270833525,0.007239989454111771,0
0.33328669942516953,0.3958146193150643,0.4454997863681601,0.3339340113085348,0.48757907019036034,2.0474329225454158,260.9053258315587,0.1862655307791985,0.2943642181057933,1
0.07723156085584289,0.8783630079675037,0.11040265389111369,0.06595706361099567,0.8443984113309652,0.5009755444502098,136.62723584484647,0.9867693141021424,0.0158503524150271,0
0.49505639273465185,0.3634593886406147,0.5031813795224812,0.5417674812369799,0.4597507315677157,1.7405851792924805,372.0827177165677,0.3135785883894679,0.29784063339730815,1
0.31704640509144594,0.5307121768146864,0.4342349731865005,0.4931363371295342,0.4070650796625365,1.9014094670490589,337.98038871796587,0.4314373839973175,0.16997522296216638,1
0.025531885136919896,0.6752883894624124,0.0,-0.0050231020286291075,0.7370938707423668,0.9126764634726778,118.16537592781984,0.8783356781273609,0.035590898436546226,0
0.37087290769591486,0.487596953813269,0.4460609843222484,0.3275737790050212,0.3359690088356962,1.839246609914517,363.4169052708982,0.27271738673125423,0.02453262901282313,1
0.05548716979791542,0.7396664113188393,0.09620330131074635,0.02381172628625717,0.7811292140956443,0.8064025792009628,203.6453056545136,0.7867418541486472,0.0,0
0.6293482603948889,0.6498867594316353,0.5138588095915684,0.31006028819155135,0.2945792905604345,1.42369055739011,338.9255470394038,0.277226127469863,0.11415528097198799,1
0.5481088050754498,0.5005340544945882,0.6740672459023744,0.4383780201507741,0.43791741940947027,1.1632739349165884,382.94771925850927,0.06501429647039414,0.09328840305888622,1
0.23547887116938085,0.20725236710471698,0.746030774216291,0.5278993121590629,0.24309358309846266,1.497730739769672,456.41605662621987,0.12042822159197386,0.1699662717192229,1
0.4955924429261127,0.14901727022903355,0.44970328678544286,0.28506729666330466,0.3548369581277191,2.0285897744841273,180.37952628992164,0.48541808352627586,0.16497201552460164,1
0.20714686467734328,0.7518010682345648,0.05947205022088972,0.03929856373376184,0.8665110089870215,0.9271937371899501,134.98431606178562,0.8805297794674658,0.01957126215540243,0
0.37062984534131155,0.38988224724366066,0.2906685473266829,0.5145826439945547,0.4183486879002857,2.304468129648674,476.9453542643597,0.35651626940128633,0.17276893188885606,1
0.6377468103405377,0.5431202223205843,0.29819710081753836,0.26099303640774235,0.5804534122288445,2.0222759919971676,398.59516400562114,0.4748879176249225,0.2723227865689384,1
0.06786573446022018,0.8415733804764034,0.02455183580258266,0.07348269558103816,0.8819577320707834,1.0160429731249745,183.76886770430087,0.986448995507285,0.05070796417114881,0
0.48805261816144296,0.5210059406417886,0.5666212683363197,0.2364506086975077,0.21062000384674257,2.636385867496756,293.8150029981749,0.3131590355429771,0.21408959844425848,1
0.1581822220994017,0.8652895419822807,0.00960951555007468,0.055244901200340646,0.9262007632234351,0.7629686697297311,100.6983472536329,0.9376777102865385,0.034070108562469656,0
0.46095791936026764,0.41192612141334867,0.4181916457707985,0.429575208380601,0.42219884934602186,1.6650442386867943,417.12668319965013,0.4048569206783657,0.4465078373448536,1
0.7301331594369072,0.4349218232354959,0.4422411646369514,0.2715345371129176,0.28497498801921595,1.813459243041765,459.0444238508683,0.3667198847273301,0.20180692723904908,1
0.48097449322438046,0.4674964963721868,0.2849625822374455,0.24069167402350422,0.5590495848086698,1.5583301359802304,393.0958571059945,0.26505406942236964,0.29896013081858896,1
0.3772212810872472,0.3932271224338449,0.5944499275890299,0.16542640505869555,0.22347973905315027,1.6514638410128764,336.875152815248,0.03373435651116902,0.21733814051125605,1
0.46077196750946137,0.3856391865388469,0.4612061765357576,0.26162009347817866,0.5291249484489279,2.037265215096223,385.21624438819487,0.34226814960653257,0.21554375245984725,1
0.1308780464323636,0.6221322320797071,0.06015504656065782,0.02353351457621249,0.8894726882468477,0.7495514581013535,157.09398419926694,0.8127891794916854,0.053796301814536734,0
0.4307982444666123,0.32011986918689717,0.3259263371949889,0.2542174320859022,0.19043028675550538,1.981501281861427,467.1590826814291,0.30005588264004396,0.26978456444354776,1
0.1382636324530154,0.7891566890349627,0.08537751889139482,0.07108210647005916,0.9629586450943646,0.576681139394251,219.9821460889877,0.9499109337714426,0.031856026742053636,0
0.495954924236657,0.4564100855885741,0.6430210503869418,0.24802392685528266,0.5242036619072978,2.297784791131703,359.68924055398526,0.489526114375645,0.20658220750371228,1
0.4107785884837781,0.15283700708536074,0.591829144131627,0.4684996460694973,0.23196891964380587,1.3111137868514406,150.4644218603928,0.3354587691912961,0.16992148182828,1
0.28675048832870365,0.43289245094415396,0.3009948464760216,0.22048200434718612,0.4181852787942628,1.6771928843465058,309.27674880614137,0.27613791253592757,0.27579014915573674,1
0.5145542961718749,0.3932644706918075,0.37100742565112754,0.44352851388375925,0.019402355050264775,1.738142029413504,194.227377390917,0.3041974478963635,0.30081683743686327,1
0.16372601335117312,0.8908303172120714,0.062247596846488125,0.0475978778127635,0.7792356244989039,0.8717085180609299,161.87000217018837,0.8262928510285037,0.05047677576506443,0
0.19999038884467468,0.6849067682302735,0.12665429539666584,0.03653089882828553,0.8681921531957117,1.2210302814183733,165.07633684887443,0.8618959346939008,0.04750859825943378,0
0.4604049451037107,0.44441258201636435,0.5773485086738478,0.4257899271788948,0.5310009060970883,2.3985787590923398,364.9616035250752,0.28590370348050753,0.2950839052218443,1
0.26653178031049274,0.9097955155031134,0.09965446348645488,0.05329598416060557,0.7331967230497746,0.9522013382288723,135.44425914567128,0.868818308333858,0.0287785872334575,0
0.06956306829366395,0.7747113552241334,0.03276786018857475,0.07111221414445726,0.9760122867984652,0.9984953115993783,161.3034561397062,0.8671552694764567,0.03181383355265899,0
0.5343421590018095,0.3629026515737324,0.5490040182670296,0.2680870139023937,0.23014156874536673,1.857638947041792,470.7852131269278,0.44657152548943524,0.11194903540589167,1
0.570654710565796,0.45486850042603855,0.5778885431491889,0.21502206877022417,0.2744486222100605,2.1431889211385764,464.8757664054865,0.4864371098786322,0.17273098191697656,1
0.027003111763722748,0.9310916195990626,0.0861417769895387,0.07062081697024689,0.7622761130168891,0.8841911728719173,128.26033089622322,0.8301467436122915,0.016632965113412314,0
0.19457197933472875,0.7551091386538054,0.025461709621077307,0.0991819942542035,0.7404749765449157,1.0590757466483303,130.81047525312695,0.9251278162239809,0.05866856129987462,0
0.1891825175192816,0.40750612259474,0.6008735942799933,0.5317595325478639,0.19750669327933412,1.4571211157442545,375.3028949477762,0.7062976138315087,0.2979354074687678,1
0.08223958670109342,1.0,0.027262756018449748,0.0393336964809647,0.8058818208734981,0.7742533015331166,94.27377471663733,1.0,0.024896806044659023,0
0.03079144671453661,0.8337513563313257,0.02606230505815859,0.034092640059139714,0.8120453209923697,0.7592628389084013,213.4006617392654,0.8487080177457286,0.01402310780498299,0
0.14427618227347883,0.8366286561726011,0.02559718018823763,0.03167749631333967,0.967884016619049,0.6420905003324051,226.6809407291919,0.8506544382315671,0.01864670621104889,0
0.3949417016224948,0.5393289763621409,0.7043726834844044,0.382971404405707,0.4084103568543112,2.7164151791966087,150.57712239582628,0.39946929179100055,0.3222785212183603,1
0.08827747716187453,0.8659963245759503,0.03757261731903197,0.04222657697924687,0.8040991843675654,1.1519520699042107,97.22584977837741,0.8219646466965254,0.013674697985964056,0
0.5871471611473826,0.3109084537803655,0.24577438496302617,0.49724804295601877,0.2726046362981668,1.8296205383451443,285.2982977399673,0.21188409774303016,0.13697563782548483,1
0.5312899975832859,0.35683503064432426,0.43853078678127777,0.37302036945774486,0.6665704064901463,1.9697902854104894,324.64993442069635,0.4792219795871524,0.028539031763581718,1
0.5411028530206856,0.3428063718792669,0.565539994239838,0.39881823515745424,0.6141936815592491,2.1273368548828517,278.10734177293483,0.2480161948081303,0.23181271335928463,1
0.10953373105671965,0.8136455513854951,0.1044247722854586,0.05101523230993587,0.8840090655569033,0.8518395395192458,151.04936006882642,0.8341346158777622,0.00419498422593742,0
0.20673398138813273,0.7570713131703753,0.06891370342423922,0.08673381004851793,0.9087733193615487,0.8194147786720085,208.49302563545112,0.756860077924739,0.07684795334195327,0
0.10317814460507671,0.8910940791060725,0.04234049831888783,0.014805101505058836,0.9565911593629386,0.8361473757621727,161.28757304779913,0.8342365353082065,0.0,0
0.1000970369064867,0.7680888435788434,0.11097254492171602,0.07313687967455904,0.8881207501056797,0.6023254981011963,139.6930674624696,0.9827726070521793,0.02031037155501058,0
0.05270746839295384,0.916560807043188,0.08722865773067193,0.09076091402738887,0.7902211253079996,1.116692077795745,139.23512884002884,0.7961891815401225,0.014338170951331594,0
0.0,0.7139950374707261,0.1288827777258768,0.024278408950437473,0.9689643186342377,0.8565375959881245,269.17462567841864,0.9032341467827611,0.04472980459923203,0
0.5044755884179648,0.4234199241240603,0.5956509907771511,0.4368212380883383,0.43457559249762756,1.6512734085404608,350.8392678203447,0.22003493998291349,0.16291268994277008,1
0.5661229770141113,0.16147972712571776,0.637650948563498,0.33194814452615784,0.2919234004606276,1.423523652492264,477.08176749511824,0.3107999104259632,0.10411741325030147,1
0.061859960471159346,0.7469506729887111,0.14106990949499468,0.058375662770719476,0.8661593915168275,0.7850691222232529,199.60787387199684,0.9093168058364779,0.04998133721908177,0
0.46172817556310647,0.42003523582606495,0.3257850639327404,0.2776007949646039,0.49777015671921976,2.4294126385490187,467.3706273811921,0.26348996972620653,0.3009732938524571,1
0.08404211861097242,0.7726883351376944,0.07855406797103953,0.0775076574852143,0.683705197232725,0.5233047141905849,219.6146260895082,1.0,0.042515097238072896,0
0.3251138623699636,0.5596548740545334,0.6481200926854832,0.2734660647529406,0.3008856522227892,1.8296245258851136,439.25194801420764,0.509425630830389,0.11185751877312462,1
0.09605414256818637,0.6535267412821607,0.08165232122875798,0.04705589781397072,0.8064318220068433,0.8421051460142374,237.2707633847899,0.9302981652060218,0.068632523248085,0
